id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27461993,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33073,-71.11237,Entire home/apt,199,29,2,2018-11-23,0.11,59,212
27462072,"Lux 2BR 2BA Apt w/rooftop deck, gym, WiFi",9419684,Mike,,Mission Hill,42.33183,-71.11156,Entire home/apt,199,29,0,,,59,212
27501160,Adorable clean and quiet 1BR unit. Great reviews.,101356888,Erik,,East Boston,42.37224,-71.04042,Entire home/apt,75,28,73,2020-03-10,3.60,2,356
27503398,Light-Filled Gorgeous New Luxury Apartment,113533375,Devora,,Roxbury,42.32489,-71.09417,Entire home/apt,275,2,51,2020-03-12,2.58,2,324
27571301,Sonder | SoWa | Dashing 3BR,12243051,Sonder,,South End,42.34494,-71.06609,Entire home/apt,152,30,67,2020-03-08,3.47,176,85
27572527,Sonder | SoWa | Delightful 2BR,12243051,Sonder,,South End,42.34341,-71.06435,Entire home/apt,119,30,16,2020-01-10,0.82,176,4
27573090,Sonder | SoWa | Pristine 2BR,12243051,Sonder,,South End,42.34466,-71.06617,Entire home/apt,120,30,26,2019-12-19,1.29,176,65
27584770,Executive Suits in Downtown Boston Unit 3,207623401,Venn,,Chinatown,42.35181,-71.0612,Entire home/apt,249,2,36,2020-01-16,1.77,3,178
27606556,Amazing location!! Spacious 1 bedroom condo,118491089,David,,South Boston,42.33311,-71.0361,Entire home/apt,90,91,11,2019-10-24,0.84,1,48
27625974,Brand New Apt Steps From The Water & Downtown,208469788,Kevin And Emily,,Charlestown,42.37459,-71.06312,Entire home/apt,145,91,10,2019-11-03,0.67,1,0
27634728,Boston Condominium,31340713,Kama,,Brighton,42.33876,-71.15112,Entire home/apt,125,28,13,2020-03-16,0.69,9,342
27635713,5⭐ HUGE 2 BR+ MGH +Medical Discount+ Free Parking,11410590,Nika & Tony,,Charlestown,42.37427,-71.06268,Entire home/apt,100,1,74,2020-03-15,3.69,3,153
27639994,Perfect Room in the South End for solo adventurer,3236168,Von,,South End,42.34553,-71.07334,Private room,90,1,146,2020-03-04,7.20,3,87
27659017,"1A south end, sunny room w/bath near T/BU Medical",41932249,Ann,,Roxbury,42.33701,-71.07805,Private room,49,1,48,2020-03-08,2.47,18,0
27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",41210370,Rachel,,South Boston,42.33423,-71.03889,Entire home/apt,375,1,57,2020-03-13,3.00,1,155
27669626,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,,Chinatown,42.35094,-71.06075,Entire home/apt,205,1,129,2020-03-10,6.71,1,140
27734523,Boston Room (3-1),209395207,Belkis,,Jamaica Plain,42.31432,-71.10133,Private room,69,29,14,2019-10-31,0.70,12,293
27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",10717877,Shervin,,South Boston,42.3348,-71.04524,Entire home/apt,270,2,87,2020-03-08,4.44,1,216
27810970,Alaska Street R53,188939923,Mort,,Roxbury,42.3222,-71.0799,Private room,85,2,12,2020-03-02,0.61,4,90
27826600,Cozy Medical 2 Bedroom Apt Close to Dana Farber!,163251048,Jen,,Mission Hill,42.33064,-71.11278,Entire home/apt,599,3,0,,,48,365
27827140,Convenient Medical 2BR Apt - Boston Childrens Hosp,163251048,Jen,,Mission Hill,42.33216,-71.11146,Entire home/apt,599,3,0,,,48,185
27827788,Magnificent Longwood Medical 2BR - Fenway Park,163251048,Jen,,Mission Hill,42.33241,-71.11298,Entire home/apt,599,3,0,,,48,365
27854109,Boston private room (1-5),209395207,Belkis,,Jamaica Plain,42.31371,-71.1007,Private room,59,29,10,2020-03-19,0.56,12,269
27879776,"Room near MBTA transit, Keyless self check-in",201935605,Sherwin,,Hyde Park,42.25099,-71.11725,Private room,75,30,18,2019-10-19,0.90,2,156
27893040,Newly renovated South End 2 bedroom apartment,103017326,Vika,,Roxbury,42.33246,-71.07957,Entire home/apt,250,91,42,2019-11-10,2.10,1,75
27904192,"Large Comft. 2 Bedroom, Modern Buildg, Across MGH",20079643,Alex @ Boston Corporate Housing,,West End,42.36456,-71.06923,Entire home/apt,241,20,5,2019-12-14,0.29,19,180
27906365,Alaska Street R51,188939923,Mort,,Roxbury,42.3208,-71.08011,Private room,65,2,23,2020-03-01,1.16,4,90
27920247,Boston Private room (1-3),209395207,Belkis,,Jamaica Plain,42.3135,-71.09928,Private room,49,29,11,2020-02-29,0.68,12,148
27920433,Boston Private Room (1-1),209395207,Belkis,,Jamaica Plain,42.31536,-71.09967,Private room,49,40,1,2018-08-31,0.05,12,208
27921597,Boston private room (1-4),209395207,Belkis,,Jamaica Plain,42.3155,-71.10068,Private room,49,29,7,2019-12-15,0.35,12,292
27922387,Boston private room (1-2),209395207,Belkis,,Jamaica Plain,42.3139,-71.09963,Private room,49,29,11,2020-03-27,0.56,12,363
27927966,cozy room on third floor,69267172,Lynda,,Roslindale,42.27608,-71.13366,Private room,40,1,19,2019-11-01,0.95,6,365
27935696,Exposed Brick Private Room-  3 min. walk to subway,3236168,Von,,South End,42.3455,-71.07378,Private room,111,1,150,2020-03-15,7.60,3,82
27954309,Botolph Street 1 Bedroom Deluxe,76545076,Missy,,Back Bay,42.34655,-71.0804,Entire home/apt,160,91,39,2019-08-16,1.96,13,0
27990313,Bina’s Home Away from Home Cozy Master Suite,153568352,Sabina & Frederick,,Mattapan,42.27659,-71.08519,Private room,95,1,39,2019-11-03,1.96,5,193
27990441,#B104 Boston Private Two twin BR Central AC,105851798,Anne,,Dorchester,42.30767,-71.06615,Private room,65,28,18,2019-11-10,0.91,22,361
27990984,Bina’s Home away from Home 2,153568352,Sabina & Frederick,,Mattapan,42.27808,-71.087,Private room,80,1,70,2019-09-19,3.52,5,192
27992316,Boston guest suite,157579197,Jonathan,,Brighton,42.34117,-71.15137,Entire home/apt,100,2,113,2020-04-05,5.90,1,94
28014596,#B102 Boston Private room Central AC 咖啡免费全楼禁烟,105851798,Anne,,Dorchester,42.30775,-71.06572,Private room,85,28,16,2019-10-12,0.81,22,365
28027835,Large One Bedroom with Balcony Over Charles River,20079643,Alex @ Boston Corporate Housing,,West End,42.36456,-71.06923,Entire home/apt,220,20,3,2019-10-13,0.28,19,13
28033271,"Private Bed/Bath/Entrance, next to Train Station!",211749888,Val/Erika/Scott,,Dorchester,42.3104,-71.05392,Private room,60,2,101,2020-03-08,5.13,1,60
28036142,Bina’s Home away from home 6,153568352,Sabina & Frederick,,Mattapan,42.27844,-71.08577,Private room,80,1,56,2019-11-01,3.26,5,192
28048288,⚜Walk to MGH⚜Fully Sanitized⚜Ace Location⚜Luxury,59234220,Lara,,Beacon Hill,42.35736,-71.07055,Entire home/apt,299,28,24,2019-11-27,1.22,8,182
28054656,#B103 Boston Private room Central AC 咖啡免费全楼禁烟,105851798,Anne,,Dorchester,42.29717,-71.06241,Private room,55,28,18,2019-11-16,0.91,22,365
